@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
2021,'2019/01/26 16:16:02:794',13,3.949615,2.577942,0.603577,1.973041,0.394167,1,0.22,1,0,1
2022,'2019/01/26 16:16:02:826',13,3.949615,2.577942,0.730835,0.880106,0.402253,1,0.22,1,0,1
2023,'2019/01/26 16:16:02:858',13,2.988159,2.577942,1.083511,3.944925,0.367931,1,0.22,1,0,1
2024,'2019/01/26 16:16:02:887',13,2.988159,2.831604,0.815399,4.188866,0.330208,1,0.22,1,0,1
2025,'2019/01/26 16:16:02:916',13,2.988159,2.831604,1.234207,1.520891,0.296964,1,0.22,1,0,1
2026,'2019/01/26 16:16:02:956',13,3.573181,2.831604,2.001221,4.675582,0.408059,1,0.22,1,0,1
2027,'2019/01/26 16:16:02:975',13,3.573181,2.831604,0.989166,3.378344,0.41047,1,0.22,1,0,1
2028,'2019/01/26 16:16:03:007',13,3.573181,2.831604,0.306122,0.471413,0.482866,1,0.22,1,0,1
2029,'2019/01/26 16:16:03:041',13,3.573181,2.831604,0.545273,2.833954,0.453515,1,0.22,1,0,1
2030,'2019/01/26 16:16:03:083',13,3.573181,2.831604,1.248688,4.152539,0.45372,1,0.22,1,0,1
2031,'2019/01/26 16:16:03:101',13,3.573181,2.831604,1.391113,1.499098,0.454096,1,0.22,1,0,1
2032,'2019/01/26 16:16:03:132',13,3.573181,2.831604,1.620239,3.814808,0.472622,1,0.22,1,0,1
2033,'2019/01/26 16:16:03:156',13,3.573181,2.831604,0.798386,3.380743,0.482668,1,0.22,1,0,1
2034,'2019/01/26 16:16:03:187',13,3.573181,2.598511,0.268539,1.244842,0.538945,1,0.22,1,0,1
2035,'2019/01/26 16:16:03:218',13,3.573181,2.598511,0.892731,1.522114,0.536389,1,0.22,1,0,1
2036,'2019/01/26 16:16:03:247',13,2.828674,2.598511,1.675446,4.385121,0.48211,1,0.22,1,0,1
2037,'2019/01/26 16:16:03:278',13,2.828674,2.598511,0.970535,2.913394,0.482082,1,0.22,1,0,1
2038,'2019/01/26 16:16:03:308',13,2.828674,2.598511,1.247482,2.24627,0.432258,1,0.22,1,0,1
2039,'2019/01/26 16:16:03:339',13,3.828629,2.598511,1.182343,4.605945,0.39629,1,0.22,1,0,1
2040,'2019/01/26 16:16:03:379',13,3.828629,2.288208,0.631042,2.816544,0.420313,1,0.22,1,0,1
2041,'2019/01/26 16:16:03:398',13,3.828629,2.288208,0.59259,0.596893,0.427099,1,0.22,1,0,1
2042,'2019/01/26 16:16:03:429',13,3.828629,2.288208,1.392929,3.229486,0.397892,1,0.22,1,0,1
2043,'2019/01/26 16:16:03:457',13,3.828629,2.495544,1.328934,4.181182,0.40737,1,0.22,1,0,1
2044,'2019/01/26 16:16:03:506',13,3.828629,2.495544,0.792023,0.973653,0.334844,1,0.22,1,0,1
2045,'2019/01/26 16:16:03:523',13,3.828629,2.495544,1.475464,3.965219,0.349216,1,0.22,1,0,1
2046,'2019/01/26 16:16:03:549',13,3.828629,2.495544,0.843552,3.710171,0.305449,1,0.22,1,0,1
2047,'2019/01/26 16:16:03:586',13,3.828629,2.495544,0.446335,1.234386,0.354836,1,0.22,1,0,1
2048,'2019/01/26 16:16:03:609',13,3.828629,2.495544,1.092056,1.65858,0.346671,1,0.22,1,0,1
2049,'2019/01/26 16:16:03:637',13,3.094315,2.495544,1.687729,4.165435,0.404784,1,0.22,1,0,1
2050,'2019/01/26 16:16:03:669',13,3.094315,2.495544,0.908798,3.17097,0.385652,1,0.22,1,0,1
2051,'2019/01/26 16:16:03:699',13,3.094315,2.495544,0.958618,1.478679,0.356171,1,0.22,1,0,1
2052,'2019/01/26 16:16:03:728',13,3.365219,2.495544,1.156616,3.920793,0.343062,1,0.22,1,0,1
2053,'2019/01/26 16:16:03:758',13,3.365219,2.103745,0.91188,3.759084,0.334164,1,0.22,1,0,1
2054,'2019/01/26 16:16:03:790',13,3.365219,2.103745,0.587662,1.328974,0.353611,1,0.22,1,0,1
2055,'2019/01/26 16:16:03:839',13,3.365219,2.103745,1.147751,2.080143,0.32248,1,0.22,1,0,1
2056,'2019/01/26 16:16:03:850',13,3.365219,2.833237,1.752274,5.096664,0.393175,1,0.22,1,0,1
2057,'2019/01/26 16:16:03:880',13,3.365219,2.833237,0.640366,2.46395,0.366017,1,0.22,1,0,1
2058,'2019/01/26 16:16:03:922',13,3.365219,2.833237,1.454269,2.617094,0.382535,1,0.22,1,0,1
2059,'2019/01/26 16:16:03:940',13,4.328812,2.833237,1.13652,4.995379,0.3334,1,0.22,1,0,1
2060,'2019/01/26 16:16:03:971',13,4.328812,2.833237,0.769241,2.802645,0.342464,1,0.22,1,0,1
2061,'2019/01/26 16:16:04:000',13,4.328812,2.833237,0.542816,0.666424,0.374924,1,0.22,1,0,1
2062,'2019/01/26 16:16:04:040',13,4.328812,2.833237,1.220444,3.514481,0.377898,1,0.22,1,0,1
2063,'2019/01/26 16:16:04:063',13,4.328812,2.833237,1.211578,3.857408,0.380303,1,0.22,1,0,1
2064,'2019/01/26 16:16:04:113',13,4.328812,2.833237,0.866516,0.992984,0.355036,1,0.22,1,0,1
2065,'2019/01/26 16:16:04:127',13,4.328812,2.833237,1.412445,3.33622,0.369122,1,0.22,1,0,1
2066,'2019/01/26 16:16:04:153',13,4.328812,2.322861,1.012573,3.930004,0.298485,1,0.22,1,0,1
2067,'2019/01/26 16:16:04:181',13,4.328812,2.322861,0.621887,1.694446,0.300918,1,0.22,1,0,1
2068,'2019/01/26 16:16:04:211',13,4.328812,2.322861,0.820435,1.144566,0.268831,1,0.22,1,0,1
2069,'2019/01/26 16:16:04:242',13,3.202606,2.322861,1.51207,3.940231,0.31323,1,0.22,1,0,1
2070,'2019/01/26 16:16:04:271',13,3.202606,2.322861,0.959229,3.475938,0.304354,1,0.22,1,0,1
2071,'2019/01/26 16:16:04:301',13,3.202606,2.322861,1.00206,1.480242,0.260707,1,0.22,1,0,1
2072,'2019/01/26 16:16:04:330',13,3.499069,2.322861,1.505798,4.341713,0.290223,1,0.22,1,0,1
2073,'2019/01/26 16:16:04:362',13,3.499069,2.223038,0.721832,3.070834,0.306836,1,0.22,1,0,1
2074,'2019/01/26 16:16:04:392',13,3.499069,2.223038,0.585892,0.897197,0.333419,1,0.22,1,0,1
2075,'2019/01/26 16:16:04:422',13,3.499069,2.223038,1.184265,1.977388,0.312627,1,0.22,1,0,1
2076,'2019/01/26 16:16:04:451',13,3.499069,2.223038,1.634262,4.04498,0.367428,1,0.22,1,0,1
2077,'2019/01/26 16:16:04:484',13,3.499069,2.223038,0.720245,2.268803,0.356873,1,0.22,1,0,1
2078,'2019/01/26 16:16:04:513',13,3.499069,2.223038,1.189575,2.067583,0.348705,1,0.22,1,0,1
2079,'2019/01/26 16:16:04:546',13,3.499069,2.223038,1.373383,3.953658,0.334572,1,0.22,1,0,1
2080,'2019/01/26 16:16:04:572',13,3.499069,2.002243,0.797394,2.692424,0.344169,1,0.22,1,0,1
2081,'2019/01/26 16:16:04:622',13,3.499069,2.002243,0.55481,0.87129,0.377709,1,0.22,1,0,1
2082,'2019/01/26 16:16:04:632',13,3.249695,2.002243,1.137726,2.219979,0.345821,1,0.22,1,0,1
2083,'2019/01/26 16:16:04:662',13,3.249695,2.348404,1.411194,4.316362,0.354115,1,0.22,1,0,1
2084,'2019/01/26 16:16:04:690',13,3.249695,2.348404,0.806,1.947116,0.330055,1,0.22,1,0,1
2085,'2019/01/26 16:16:04:720',13,3.249695,2.348404,1.678482,3.25193,0.375682,1,0.22,1,0,1
2086,'2019/01/26 16:16:04:752',13,3.415466,2.348404,1.292603,4.149999,0.342355,1,0.22,1,0,1
2087,'2019/01/26 16:16:04:783',13,3.415466,2.348404,0.718369,1.933847,0.342561,1,0.22,1,0,1
2088,'2019/01/26 16:16:04:814',13,3.415466,2.348404,0.120987,1.068092,0.447335,1,0.22,1,0,1
2089,'2019/01/26 16:16:04:845',13,3.415466,2.348404,0.948288,3.839434,0.428603,1,0.22,1,0,1
2090,'2019/01/26 16:16:04:873',13,3.415466,2.348404,0.982407,2.200229,0.425747,1,0.22,1,0,1
2091,'2019/01/26 16:16:20:107',14,0.788452,0.289261,-1.142151,1.421131,0.103691,1,1,1,0,0
2092,'2019/01/26 16:16:20:137',14,0.788452,0.207947,-0.939835,1.158668,0.106265,1,1,1,0,0
2093,'2019/01/26 16:16:20:167',14,0.788452,0.142899,-0.865143,1.033404,0.104399,1,1,1,0,0
2094,'2019/01/26 16:16:20:198',14,0.788452,0.142899,-0.930435,1.082117,0.105352,1,1,1,0,0
2095,'2019/01/26 16:16:20:228',14,0.788452,0,-0.935226,1.123994,0.096747,1,1,1,0,0
2096,'2019/01/26 16:16:20:258',14,0.788452,0,-0.967529,1.226736,0.096816,1,1,1,0,0
2097,'2019/01/26 16:16:20:302',14,0.765915,0,-1.027435,1.253216,0.08842,1,1,1,0,0
2098,'2019/01/26 16:16:20:318',14,0.765915,0,-0.975525,1.109632,0.087971,1,1,1,0,0
2099,'2019/01/26 16:16:20:349',14,0.765915,0.045258,-0.935913,0.984548,0.086714,1,1,1,0,0
2100,'2019/01/26 16:16:20:378',14,0.709122,0.288208,-0.886963,0.936554,0.074045,1,1,1,0,0
2101,'2019/01/26 16:16:20:408',14,0.662125,0.385849,-0.928452,1.008797,0.042825,1,1,1,0,0
2102,'2019/01/26 16:16:20:438',14,0.662125,0.385849,-0.91008,1.007019,0.043706,1,1,1,0,0
2103,'2019/01/26 16:16:20:472',14,0.662125,0.385849,-0.807266,0.988415,0.055091,1,1,1,0,0
2104,'2019/01/26 16:16:20:499',14,0.662125,0.400574,-0.948166,1.150923,0.055345,1,1,1,0,0
2105,'2019/01/26 16:16:20:529',14,0.662125,0.400574,-1.040878,1.209594,0.064269,1,1,1,0,0
2106,'2019/01/26 16:16:20:559',14,0.641937,0.400574,-0.997345,1.165739,0.066014,1,1,1,0,0
2107,'2019/01/26 16:16:20:589',14,0.518326,0.400574,-0.99205,1.184351,0.062392,1,1,1,0,0
2108,'2019/01/26 16:16:20:623',14,0.302246,0.400574,-1.081635,1.248421,0.074913,1,1,1,0,0
2109,'2019/01/26 16:16:20:651',14,0.085831,0.400574,-1.096603,1.213102,0.08597,1,1,1,0,0
2110,'2019/01/26 16:16:20:690',14,0,0.400574,-1.015808,1.101015,0.082294,1,1,1,0,0
2111,'2019/01/26 16:16:20:710',14,0,0.400574,-0.96167,1.063536,0.080728,1,1,1,0,0
2112,'2019/01/26 16:16:20:740',14,0,0.400574,-0.976929,1.083853,0.076913,1,1,1,0,0
2113,'2019/01/26 16:16:20:769',14,0,0.400574,-0.840668,0.929849,0.069159,1,1,1,0,0
2114,'2019/01/26 16:16:20:800',14,0,0.34761,-0.923019,0.978639,0.071248,1,1,1,0,0
2115,'2019/01/26 16:16:20:830',14,0.246277,0.34761,-1.23288,1.270969,0.101221,1,1,1,0,0
2116,'2019/01/26 16:16:20:865',14,0.278015,0.34761,-1.110641,1.145026,0.105224,1,1,1,0,0
2117,'2019/01/26 16:16:20:890',14,0.278015,0.34761,-0.860031,0.895655,0.11603,1,1,1,0,0
2118,'2019/01/26 16:16:20:937',14,0.430634,0.34761,-0.9767,1.067448,0.113799,1,1,1,0,0
2119,'2019/01/26 16:16:20:951',14,0.56131,0.34761,-1.168625,1.32261,0.12172,1,1,1,0,0
2120,'2019/01/26 16:16:20:983',14,0.56131,0.34761,-1.091415,1.260627,0.124371,1,1,1,0,0
2121,'2019/01/26 16:16:21:015',14,0.583389,0.34761,-1.112442,1.323389,0.126207,1,1,1,0,0
2122,'2019/01/26 16:16:21:046',14,0.583389,0.329987,-1.191818,1.390172,0.133536,1,1,1,0,0
2123,'2019/01/26 16:16:21:071',14,0.583389,0.323929,-1.081589,1.239376,0.113708,1,1,1,0,0
2124,'2019/01/26 16:16:21:102',14,0.583389,0.186325,-1.085266,1.221971,0.101832,1,1,1,0,0
2125,'2019/01/26 16:16:21:136',14,0.583389,0.073303,-0.912918,1.010768,0.102535,1,1,1,0,0
2126,'2019/01/26 16:16:21:162',14,0.583389,0.073303,-0.843903,0.940971,0.119036,1,1,1,0,0
2127,'2019/01/26 16:16:21:192',14,0.583389,0.007599,-0.930206,1.046584,0.11042,1,1,1,0,0
2128,'2019/01/26 16:16:21:222',14,0.583389,0,-0.967453,1.09717,0.110979,1,1,1,0,0
2129,'2019/01/26 16:16:21:252',14,0.583389,0,-0.919189,1.024088,0.1069,1,1,1,0,0
2130,'2019/01/26 16:16:21:292',14,0.583389,0,-1.032883,1.077474,0.104045,1,1,1,0,0
2131,'2019/01/26 16:16:21:312',14,0.551041,0,-1.149139,1.173801,0.108235,1,1,1,0,0
2132,'2019/01/26 16:16:21:352',14,0.46405,0,-1.048355,1.077926,0.091605,1,1,1,0,0
2133,'2019/01/26 16:16:21:373',14,0.383743,0,-0.97258,1.001437,0.087285,1,1,1,0,0
2134,'2019/01/26 16:16:21:402',14,0.383743,0.184875,-1.039093,1.05814,0.08304,1,1,1,0,0
2135,'2019/01/26 16:16:21:433',14,0.383743,0.322174,-1.042755,1.092038,0.081425,1,1,1,0,0
2136,'2019/01/26 16:16:21:463',14,0.383743,0.322174,-1.019257,1.031643,0.06414,1,1,1,0,0
2137,'2019/01/26 16:16:21:499',14,0.383743,0.322174,-0.910187,0.947224,0.066917,1,1,1,0,0
2138,'2019/01/26 16:16:21:523',14,0.360443,0.322174,-0.887222,0.988641,0.075772,1,1,1,0,0
2139,'2019/01/26 16:16:21:553',14,0.275604,0.322174,-0.994965,1.117664,0.070726,1,1,1,0,0
2140,'2019/01/26 16:16:21:583',14,0.239334,0.425247,-1.056061,1.246902,0.071821,1,1,1,0,0
2141,'2019/01/26 16:16:21:614',14,0.238464,0.425247,-1.114349,1.296068,0.065671,1,1,1,0,0
2142,'2019/01/26 16:16:21:643',14,0.221375,0.425247,-1.121231,1.266898,0.073293,1,1,1,0,0
2143,'2019/01/26 16:16:21:673',14,0.075943,0.425247,-0.997787,1.133582,0.072189,1,1,1,0,0
2144,'2019/01/26 16:16:21:704',14,0,0.425247,-0.999619,1.113922,0.072023,1,1,1,0,0
2145,'2019/01/26 16:16:21:732',14,0,0.425247,-1.020386,1.116014,0.071451,1,1,1,0,0
2146,'2019/01/26 16:16:21:763',14,0,0.425247,-1.003021,1.067956,0.071454,1,1,1,0,0
2147,'2019/01/26 16:16:21:810',14,0,0.425247,-0.963531,0.990717,0.065512,1,1,1,0,0
2148,'2019/01/26 16:16:21:824',14,0,0.425247,-0.898392,0.924014,0.06337,1,1,1,0,0
2149,'2019/01/26 16:16:21:855',14,0,0.425247,-0.916748,0.949578,0.070071,1,1,1,0,0
2150,'2019/01/26 16:16:21:885',14,0.150696,0.373001,-0.943176,0.982939,0.070689,1,1,1,0,0
2151,'2019/01/26 16:16:21:914',14,0.320374,0.283844,-1.006729,1.056611,0.059424,1,1,1,0,0
2152,'2019/01/26 16:16:21:953',14,0.320374,0.267365,-0.890717,0.946241,0.04613,1,1,1,0,0
2153,'2019/01/26 16:16:21:975',14,0.497955,0.267365,-0.97168,1.09204,0.044866,1,1,1,0,0
2154,'2019/01/26 16:16:22:008',14,0.624466,0.267365,-1.26181,1.429741,0.101015,1,1,1,0,0
2155,'2019/01/26 16:16:22:035',14,0.624466,0.243362,-1.082092,1.211187,0.104648,1,1,1,0,0
2156,'2019/01/26 16:16:22:065',14,0.624466,0.239929,-0.882462,1.009171,0.109712,1,1,1,0,0
2157,'2019/01/26 16:16:22:096',14,0.624466,0.239929,-1.250458,1.440063,0.135652,1,1,1,0,0
2158,'2019/01/26 16:16:22:126',14,0.624466,0.239929,-1.261063,1.406319,0.148704,1,1,1,0,0
2159,'2019/01/26 16:16:22:161',14,0.624466,0.232117,-0.998642,1.089358,0.143486,1,1,1,0,0
2160,'2019/01/26 16:16:22:199',14,0.624466,0.01741,-0.991806,1.089051,0.140408,1,1,1,0,0
2161,'2019/01/26 16:16:22:216',14,0.624466,0.01741,-0.996552,1.09291,0.140825,1,1,1,0,0
2162,'2019/01/26 16:16:22:246',14,0.624466,0,-0.873062,0.99011,0.143014,1,1,1,0,0
2163,'2019/01/26 16:16:22:282',14,0.624466,0,-0.952744,1.105999,0.144251,1,1,1,0,0
2164,'2019/01/26 16:16:22:322',14,0.555923,0,-1.011948,1.151456,0.126869,1,1,1,0,0
2165,'2019/01/26 16:16:22:338',14,0.555923,0,-0.893677,1.01757,0.131647,1,1,1,0,0
2166,'2019/01/26 16:16:22:364',14,0.555923,0,-0.899292,1.041767,0.130088,1,1,1,0,0
2167,'2019/01/26 16:16:22:397',14,0.464996,0,-1.203079,1.266833,0.12196,1,1,1,0,0
2168,'2019/01/26 16:16:22:427',14,0.421158,0.08606,-1.149185,1.178864,0.101698,1,1,1,0,0
2169,'2019/01/26 16:16:22:457',14,0.421158,0.08606,-1.002167,1.029172,0.101709,1,1,1,0,0
2170,'2019/01/26 16:16:22:487',14,0.421158,0.08606,-0.99913,1.02493,0.101693,1,1,1,0,0
2171,'2019/01/26 16:16:22:518',14,0.421158,0.259613,-1.062927,1.094744,0.103526,1,1,1,0,0
2172,'2019/01/26 16:16:22:548',14,0.421158,0.352448,-1.083252,1.142025,0.095703,1,1,1,0,0
2173,'2019/01/26 16:16:22:579',14,0.421158,0.352448,-1.037186,1.057318,0.092564,1,1,1,0,0
2174,'2019/01/26 16:16:22:607',14,0.421158,0.352448,-0.941727,0.988054,0.096561,1,1,1,0,0
2175,'2019/01/26 16:16:22:637',14,0.421158,0.352448,-0.943665,1.054258,0.090634,1,1,1,0,0
2176,'2019/01/26 16:16:22:667',14,0.372574,0.352448,-0.972549,1.062046,0.082163,1,1,1,0,0
2177,'2019/01/26 16:16:22:698',14,0.248367,0.352448,-0.955017,1.025336,0.064596,1,1,1,0,0
2178,'2019/01/26 16:16:22:728',14,0.234192,0.352448,-0.952042,1.036851,0.048654,1,1,1,0,0
2179,'2019/01/26 16:16:22:758',14,0.224731,0.352448,-0.91954,1.028359,0.053504,1,1,1,0,0
2180,'2019/01/26 16:16:22:789',14,0.035385,0.352448,-0.909866,1.031282,0.057948,1,1,1,0,0
2181,'2019/01/26 16:16:22:827',14,0,0.352448,-0.983429,1.100153,0.050723,1,1,1,0,0
2182,'2019/01/26 16:16:22:850',14,0,0.306686,-1.028748,1.150266,0.040047,1,1,1,0,0
2183,'2019/01/26 16:16:22:879',14,0,0.306686,-1.049713,1.145481,0.04243,1,1,1,0,0
2184,'2019/01/26 16:16:22:909',14,0,0.306686,-0.979248,1.068711,0.041805,1,1,1,0,0
2185,'2019/01/26 16:16:22:939',14,0,0.283539,-0.877808,0.988053,0.049767,1,1,1,0,0
2186,'2019/01/26 16:16:22:969',14,0,0.283539,-0.835846,0.909938,0.062386,1,1,1,0,0
2187,'2019/01/26 16:16:23:000',14,0,0.283539,-0.933243,0.97016,0.062522,1,1,1,0,0
2188,'2019/01/26 16:16:23:030',14,0.069214,0.283539,-1.028076,1.060359,0.067133,1,1,1,0,0
2189,'2019/01/26 16:16:23:059',14,0.140533,0.283539,-0.936569,0.975081,0.066435,1,1,1,0,0
2190,'2019/01/26 16:16:23:089',14,0.410843,0.283539,-1.083542,1.169295,0.074277,1,1,1,0,0
2191,'2019/01/26 16:16:23:121',14,0.529037,0.283539,-1.207489,1.32319,0.102346,1,1,1,0,0
2192,'2019/01/26 16:16:23:156',14,0.529037,0.283539,-0.982269,1.06809,0.101809,1,1,1,0,0
2193,'2019/01/26 16:16:23:180',14,0.529037,0.283539,-0.924927,1.055913,0.101541,1,1,1,0,0
2194,'2019/01/26 16:16:23:210',14,0.650497,0.283539,-1.192825,1.383456,0.120128,1,1,1,0,0
2195,'2019/01/26 16:16:23:240',14,0.650497,0.269363,-1.170105,1.357376,0.122318,1,1,1,0,0
2196,'2019/01/26 16:16:23:270',14,0.650497,0.25798,-1.022705,1.15852,0.104247,1,1,1,0,0
2197,'2019/01/26 16:16:23:301',14,0.650497,0.250259,-0.926163,1.018154,0.105046,1,1,1,0,0
2198,'2019/01/26 16:16:23:342',14,0.650497,0.232101,-1.053055,1.156778,0.104852,1,1,1,0,0
2199,'2019/01/26 16:16:23:361',14,0.650497,0.156189,-1.131699,1.228009,0.099977,1,1,1,0,0
2200,'2019/01/26 16:16:23:390',14,0.650497,0,-1.002945,1.085695,0.101751,1,1,1,0,0
2201,'2019/01/26 16:16:23:421',14,0.650497,0,-0.906433,1.003015,0.098566,1,1,1,0,0
2202,'2019/01/26 16:16:23:451',14,0.650497,0,-0.990128,1.106823,0.098203,1,1,1,0,0
2203,'2019/01/26 16:16:23:481',14,0.650497,0,-1.084259,1.226591,0.092268,1,1,1,0,0
2204,'2019/01/26 16:16:23:511',14,0.612839,0,-1.040115,1.220573,0.078676,1,1,1,0,0
2205,'2019/01/26 16:16:23:542',14,0.539886,0,-0.902191,1.089181,0.072737,1,1,1,0,0
2206,'2019/01/26 16:16:23:574',14,0.539886,0,-0.924667,1.059613,0.076338,1,1,1,0,0
2207,'2019/01/26 16:16:23:601',14,0.539886,0,-1.06488,1.129559,0.074948,1,1,1,0,0
2208,'2019/01/26 16:16:23:633',14,0.539886,0.046432,-1.064163,1.120774,0.075657,1,1,1,0,0
2209,'2019/01/26 16:16:23:662',14,0.539886,0.046432,-1.081406,1.116192,0.068841,1,1,1,0,0
2210,'2019/01/26 16:16:23:692',14,0.539886,0.192169,-1.068146,1.091531,0.071276,1,1,1,0,0
2211,'2019/01/26 16:16:23:722',14,0.539886,0.27327,-0.992767,1.029835,0.062588,1,1,1,0,0
2212,'2019/01/26 16:16:23:752',14,0.539886,0.34491,-1.010498,1.083448,0.061868,1,1,1,0,0
2213,'2019/01/26 16:16:23:783',14,0.539886,0.467743,-1.044327,1.201212,0.059029,1,1,1,0,0
2214,'2019/01/26 16:16:23:813',14,0.539886,0.467743,-0.998367,1.13268,0.058886,1,1,1,0,0
2215,'2019/01/26 16:16:23:858',14,0.48111,0.467743,-0.904297,0.974961,0.058485,1,1,1,0,0
2216,'2019/01/26 16:16:23:873',14,0.376709,0.467743,-0.866714,0.977279,0.069093,1,1,1,0,0
2217,'2019/01/26 16:16:23:903',14,0.348618,0.467743,-0.972885,1.11745,0.067213,1,1,1,0,0
2218,'2019/01/26 16:16:23:933',14,0.276443,0.467743,-0.884644,1.036403,0.071604,1,1,1,0,0
2219,'2019/01/26 16:16:23:963',14,0.116516,0.467743,-0.880707,1.026695,0.069127,1,1,1,0,0
2220,'2019/01/26 16:16:23:993',14,0,0.467743,-0.937866,1.066803,0.059574,1,1,1,0,0
2221,'2019/01/26 16:16:24:023',14,0,0.467743,-0.982605,1.072935,0.058907,1,1,1,0,0
2222,'2019/01/26 16:16:24:054',14,0,0.467743,-0.958679,1.027014,0.05538,1,1,1,0,0
2223,'2019/01/26 16:16:24:083',14,0,0.323318,-0.875168,0.94989,0.047095,1,1,1,0,0
2224,'2019/01/26 16:16:24:114',14,0,0.212601,-0.993042,1.035899,0.046299,1,1,1,0,0
2225,'2019/01/26 16:16:24:144',14,0,0.212601,-1.023804,1.046527,0.054022,1,1,1,0,0
2226,'2019/01/26 16:16:24:175',14,0,0.212601,-0.91243,0.944368,0.049581,1,1,1,0,0
2227,'2019/01/26 16:16:24:205',14,0.011185,0.204895,-1.018433,1.037303,0.05408,1,1,1,0,0
2228,'2019/01/26 16:16:24:234',14,0.134796,0.204895,-1.096466,1.109787,0.06582,1,1,1,0,0
2229,'2019/01/26 16:16:24:265',14,0.134796,0.204895,-0.969116,0.982283,0.059107,1,1,1,0,0
2230,'2019/01/26 16:16:24:294',14,0.264999,0.204895,-0.962418,1.007459,0.057938,1,1,1,0,0
2231,'2019/01/26 16:16:24:324',14,0.531967,0.204895,-1.162949,1.283332,0.080039,1,1,1,0,0
2232,'2019/01/26 16:16:24:362',14,0.5728,0.204895,-1.18718,1.343608,0.096657,1,1,1,0,0
2233,'2019/01/26 16:16:24:401',14,0.5728,0.204895,-0.970383,1.060644,0.086015,1,1,1,0,0
2234,'2019/01/26 16:16:24:413',14,0.5728,0.204895,-0.896561,0.971304,0.094564,1,1,1,0,0
2235,'2019/01/26 16:16:24:449',14,0.5728,0.204895,-1.00769,1.126933,0.094622,1,1,1,0,0
2236,'2019/01/26 16:16:24:475',14,0.5728,0.19664,-1.161346,1.294542,0.096208,1,1,1,0,0
2237,'2019/01/26 16:16:24:505',14,0.5728,0.136017,-1.033493,1.146707,0.095925,1,1,1,0,0
2238,'2019/01/26 16:16:24:535',14,0.5728,0.136017,-1.047943,1.185732,0.094402,1,1,1,0,0
2239,'2019/01/26 16:16:24:566',14,0.5728,0.136017,-1.116379,1.246555,0.093694,1,1,1,0,0
2240,'2019/01/26 16:16:24:596',14,0.5728,0,-0.976929,1.050435,0.092357,1,1,1,0,0
2241,'2019/01/26 16:16:24:626',14,0.5728,0,-0.9254,0.972042,0.092366,1,1,1,0,0
2242,'2019/01/26 16:16:24:655',14,0.423111,0,-0.966858,1.009504,0.077954,1,1,1,0,0
2243,'2019/01/26 16:16:24:686',14,0.423111,0,-1.109314,1.143062,0.081884,1,1,1,0,0
2244,'2019/01/26 16:16:24:717',14,0.423111,0,-1.145889,1.185814,0.077041,1,1,1,0,0
2245,'2019/01/26 16:16:24:746',14,0.423111,0,-1.094162,1.204103,0.076758,1,1,1,0,0
2246,'2019/01/26 16:16:24:776',14,0.496887,0,-0.968613,1.161585,0.072405,1,1,1,0,0
2247,'2019/01/26 16:16:24:807',14,0.496887,0,-0.926758,1.083765,0.079841,1,1,1,0,0
2248,'2019/01/26 16:16:24:843',14,0.496887,0,-1.089691,1.170488,0.08185,1,1,1,0,0
2249,'2019/01/26 16:16:24:878',14,0.496887,0.072845,-1.088791,1.128011,0.079387,1,1,1,0,0
2250,'2019/01/26 16:16:24:895',14,0.496887,0.095001,-0.983871,1.001804,0.078956,1,1,1,0,0
2251,'2019/01/26 16:16:24:927',14,0.496887,0.171356,-0.976791,0.991909,0.073466,1,1,1,0,0
2252,'2019/01/26 16:16:24:957',14,0.496887,0.289505,-0.983368,1.038357,0.072087,1,1,1,0,0
2253,'2019/01/26 16:16:24:987',14,0.496887,0.289505,-0.973709,1.017155,0.069878,1,1,1,0,0
2254,'2019/01/26 16:16:25:017',14,0.496887,0.289505,-0.887665,0.947298,0.067424,1,1,1,0,0
2255,'2019/01/26 16:16:25:048',14,0.496887,0.289505,-0.901733,1.02275,0.064439,1,1,1,0,0
2256,'2019/01/26 16:16:25:078',14,0.494446,0.289505,-0.945251,1.112982,0.06516,1,1,1,0,0
2257,'2019/01/26 16:16:25:107',14,0.420807,0.289505,-0.948303,1.105296,0.063847,1,1,1,0,0
2258,'2019/01/26 16:16:25:137',14,0.285721,0.289505,-0.893417,1.039665,0.056177,1,1,1,0,0
2259,'2019/01/26 16:16:25:176',14,0.16304,0.289505,-0.874771,1.020866,0.041138,1,1,1,0,0
2260,'2019/01/26 16:16:25:198',14,0,0.289505,-0.861008,0.999284,0.043548,1,1,1,0,0
2261,'2019/01/26 16:16:25:228',14,0,0.289505,-0.90831,1.030403,0.040046,1,1,1,0,0
2262,'2019/01/26 16:16:25:258',14,0,0.260193,-0.932449,1.031317,0.034188,1,1,1,0,0
2263,'2019/01/26 16:16:25:288',14,0,0.260193,-0.984177,1.065255,0.036145,1,1,1,0,0
2264,'2019/01/26 16:16:25:318',14,0,0.260193,-1.036819,1.118862,0.050317,1,1,1,0,0
